"";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"julieta";-0,9595;-0,0953;-0,2662;-0,6835;-0,1894;-2,9006;-8,6199;20,9321
"amantar";3,5384;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;-1,0919;0,533
"tuits";4,7328;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;-2,7091;0,2581
"pintor";0,8883;-0,0871;-0,2434;-0,6249;-0,1732;6,098;-3,7133;-0,572
"tragedia";4,077;-0,0517;-0,1445;-0,371;-0,1028;0,3707;-1,9424;0,2645
"fiesta";4,253;-0,049;-0,1369;-0,3515;-0,0974;-1,4917;0,4379;-0,884
"epidemia";5,0519;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-2,4628;-0,6219
"dulce";1,5841;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;-0,3537;-0,3487
"xvi";0,2519;-0,0354;-0,0989;-0,2539;10,1443;-0,5053;-2,1634;-0,2392
"hipotético";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;0,8316;-0,2392
"vicens";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,6761;-0,2851
"avisar";1,7025;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;0,3459;-0,6219
"rival";2,1938;-0,0354;-0,0989;0,961;-0,0703;0,399;-0,9382;-0,9103
"posts";0,972;-0,0517;-0,1445;0,2408;-0,1028;-0,8761;-3,4891;4,0336
"mancha";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;-0,4581;1,8236
"lope";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;1,5931
"caro";3,9136;-0,0544;-0,1521;0,2268;-0,1082;-0,2737;-1,5684;-0,2163
"mitología";-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;1,983;-0,4016
"bastar";0,3888;-0,1443;-0,4031;0,383;-0,2868;2,1742;-2,0717;0,453
"amistad";1,2535;-0,0653;-0,1825;-0,4687;-0,1299;-0,4201;-2,2402;2,64
"investigadoras";-0,6579;-0,0653;-0,1825;-0,4687;0,5876;-0,7278;2,783;-0,9577
"disfrute";1,3849;-0,0354;-0,0989;2,7122;-0,0703;-0,2212;-1,4508;-0,4873
"crespo";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;1,0923
"alma";38,3573;-0,1879;-0,5248;-1,3475;-0,3734;0,875;-10,4849;-6,2491
"espiritual";0,1967;-0,0436;-0,1217;-0,3125;-0,0866;7,3627;-2,8196;-1,2144
"convergència i unió";-0,2741;-0,0272;4,756;-0,1953;-0,0541;-0,8287;-0,2604;-0,2851
"utilizarlo";-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;2,5026;0,2426;-0,8807
"célebre";0,7837;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;0,372;-0,8121
"ignorancia";0,2132;-0,0408;-0,1141;2,462;-0,0812;-0,6247;-1,2536;0,8138
"nutrir";-0,171;-0,0517;0,5481;0,2408;-0,1028;0,3707;-0,4284;0,2645
"entendidas";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;1,0789;-0,2851
"casuística";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;1,8273;-0,9103
"interconectadas";1,0871;-0,0463;0,5892;1,4388;-0,092;-0,3841;-1,1067;-0,2479
"acentuar";0,2315;-0,0381;0,6627;-0,2734;-0,0758;1,0967;-0,6952;-0,2897
"margen";0,7475;-0,1334;1,2723;-0,9569;0,3401;-0,4376;0,965;-1,3104
"reserva";0,7866;-0,0626;-0,1749;1,1069;-0,1245;0,4322;-0,5643;-0,5611
"obs";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;3,0876;-1,0919;-0,3487
"mata";-0,2741;-0,0272;-0,0761;-0,1953;0,9312;0,2678;-0,2604;0,3175
"adaptarlo";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;3,3339;-1,4508;-0,2392
"infinidad";-0,4112;2,4107;0,6363;-0,2929;-0,0812;2,0787;-1,2536;-0,6385
"abusivo";-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,337;-0,2604;0,6391
"verdú";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"princeton";1,7566;-0,0463;-0,1293;3,186;-0,092;-0,3841;-0,739;-1,3184
"enciclopedia";5,747;-0,0572;-0,1597;0,6282;-0,1136;-0,5731;-2,3084;-0,2543
"traspasar";0,2519;-0,0354;-0,0989;0,3539;-0,0703;-0,2212;-0,3214;0,3731
"afec";-0,2741;-0,0272;-0,0761;0,4411;-0,0541;1,7352;-0,9208;-0,2851
"seña";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;-0,4581;1,2467
"vertiginoso";-0,2823;-0,0708;0,4368;-0,5077;-0,1407;-0,836;-0,6096;2,2463
"previsión";0,8524;-0,0898;11,2316;2,542;0,4722;-0,8211;-3,9063;-1,2574
"alojar";0,5917;-0,0436;-0,1217;1,509;-0,0866;0,8861;-0,6225;-1,2144
"configurado";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;0,3459;0,3175
"vo";-0,5757;-0,0572;1,2934;0,2139;0,6378;-1,7404;-0,3962;1,2279
"retroalimentar";-0,329;1,1399;-0,0913;0,3798;-0,0649;-0,9945;0,372;0,4456
"concernir";-0,4386;2,3545;-0,1217;-0,3125;-0,0866;0,2647;0,4175;-0,4016
"neutrales";-0,6031;-0,0599;-0,1673;1,1537;-0,1191;-0,344;0,7058;-0,5023
"aplicarlas";0,1967;-0,0436;-0,1217;-0,3125;0,7429;0,526;0,2365;-0,4016
"creci";-0,329;-0,0327;11,4161;-0,2343;-0,0649;-0,1856;-2,9554;-0,4162
"inc";0,3297;-0,0272;-0,0761;0,4411;-0,0541;0,6114;-0,5175;-0,2851
"leads";-0,329;-0,0327;-0,0913;1,858;-0,0649;-0,9945;-1,2688;1,8236
"semilla";1,7025;-0,0272;-0,0761;0,4411;-0,0541;-0,8287;-0,9208;0,6391
"calatayud";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;2,5462;-0,4873
"garantir";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;-0,2604;1,6852
"trascienden";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;-0,4581;1,2467
"hueco";2,4868;1,1763;-0,0837;-0,2148;-0,0595;-0,3914;-0,6493;-0,3487
"cohesión";-0,795;-0,079;1,0462;-0,5663;0,5182;-0,3805;1,4898;-0,9585
"solidaridad";-0,4386;-0,0436;-0,1217;0,2899;-0,0866;0,8861;0,2365;-0,4016
"competencial";-1,9738;-0,196;-0,5476;-1,4061;-0,3896;-2,5367;0,5405;4,343
"2017a";1,0871;-0,0463;-0,1293;2,2511;1,7344;-1,4089;-0,4668;-0,8
"2017b";0,5917;-0,0436;-0,1217;2,3523;1,7852;-1,326;-0,3769;-0,7181
"est";-0,4112;-0,0408;-0,1141;0,8565;0,7683;0,3032;-0,8258;0,4932
"generalistas";0,1967;-0,0436;-0,1217;-0,3125;-0,0866;0,2647;0,4175;-0,2063
"engloban";-0,3564;-0,0354;0,6912;-0,2539;-0,0703;-0,2212;-0,3214;0,6739
"concurso";0,3027;-0,0735;-0,2054;0,476;-0,1461;0,4895;-4,2955;3,1253
"luna";0,4055;-0,0599;-0,1673;-0,4296;-0,1191;0,4784;-0,7143;0,7746
"pasaje";0,3297;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,5175;0,6391
"latín";0,1967;-0,0436;-0,1217;0,2899;-0,0866;4,1439;-2,021;-0,7181
"enla";-0,6854;-0,0681;-0,1901;-0,4882;-0,1353;-0,4602;3,6972;-1,5176
"magdalena";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;1,3695;-2,9554;1,8236
"2c";-0,2741;-0,0272;-0,0761;0,4411;0,9312;-0,8287;-0,5175;1,0923
"ua";-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;-1,6575;5,8391;-1,6364
"bitstream";-0,4935;-0,049;1,4162;0,2558;-0,0974;-0,4292;-0,3473;0,5367
"mexico";-0,4386;-0,0436;1,5118;0,2899;-0,0866;-0,3406;1,0109;-1,2144
"bureau";-0,3564;-0,0354;-0,0989;0,961;-0,0703;-1,0774;-0,5723;1,5931
"doc";0,2859;-0,0762;-0,213;0,9086;-0,1515;-1,4825;0,3575;0,5863
"von";0,8457;1,1763;-0,0837;-0,2148;-0,0595;0,2262;0,254;-0,7159
"extraño";5,4618;-0,0762;-0,213;-0,5468;0,5309;2,2935;-2,9593;-1,8076
"coche";81,2291;0,8939;-0,753;-1,9334;-0,5358;-3,0736;-14,0365;-10,9656
"reclamar";-0,6579;-0,0653;-0,1825;-0,4687;-0,1299;2,3412;-0,9357;0,3948
"carbonell";-0,2741;-0,0272;-0,0761;1,1624;-0,0541;-0,8287;-0,2604;0,6391
"censo";4,4093;-0,079;-0,2206;-0,5663;-0,1569;-2,4034;-3,8673;3,8608
"gulación";-0,2741;-0,0272;6,4325;-0,1953;-0,0541;0,2678;-0,9208;-0,6219
"producirse";1,7025;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,9208;0,3175
"notificación";-0,2073;-0,098;-0,2738;0,6783;1,1353;-1,4222;1,9901;-1,4957
"bélgica";-0,329;-0,0327;5,9478;0,3798;-0,0649;-0,1856;-0,79;-0,8121
"suizo";4,253;-0,049;-0,1369;1,3736;-0,0974;0,7197;-2,4167;-1,4234
"laciones";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,9597;-0,3487
"interrupción";2,4269;-0,049;2,4545;-0,3515;-0,0974;0,7197;-1,7643;-0,884
"irlanda";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;3,6768;-1,9486;-0,1927
"government";-0,8254;-0,147;3,4607;5,4985;-0,2922;-1,5095;-6,5184;3,1918
"oeste";0,3005;-0,0299;-0,0837;-0,2148;-0,0595;5,2485;-2,7091;-0,7159
"go";0,438;0,4041;7,8212;4,3436;-0,4329;-0,3316;-0,7542;-4,9912
"nueva zelanda ";0,2748;-0,0327;-0,0913;-0,2343;-0,0649;2,778;-0,79;-0,8121
"ministry";-0,3564;-0,0354;-0,0989;3,8039;-0,0703;-0,2212;-3,2017;1,079
"aspx";-0,329;-0,0327;-0,0913;1,858;-0,0649;-0,4476;0,372;-0,4162
"gov";-0,433;-0,2396;3,8114;2,7778;-0,4762;-1,6601;-1,3;0,8351
"villanueva";-0,466;-0,0463;-0,1293;0,7686;-0,092;0,4678;0,3298;-0,4623
"cm";-1,2611;-0,1252;0,2571;0,4821;64,1071;-2,784;-8,5237;-4,591
"uk";2,9627;-0,3567;0,7119;18,3056;-0,7089;-2,2269;-3,2676;-1,618
"assets";-0,329;-0,0327;1,7516;-0,2343;-0,0649;-0,1856;-0,4581;0,4456
"encourage";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;-1,2536;3,8987
"ie";0,5194;-0,049;-0,1369;-0,3515;-0,0974;-0,4292;0,6832;-0,2929
"liang";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,2604;0,6391
"affective";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;1,9597;-0,7159
"elpais";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;0,3459;-0,2851
"regulatory";-0,3838;-0,0381;-0,1065;3,628;0,7957;-0,5644;-0,4129;-0,5615
"adicciones";0,3297;-0,0272;-0,0761;-0,1953;0,9312;-0,8287;-1,5268;2,4305
"mason";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,7352;-0,5175;-0,2851
"nytimes";3,7611;-0,0572;-0,1597;3,6553;-0,1136;-1,0068;-2,3084;-0,4458
"canadian";-0,3838;-0,0381;0,6627;-0,2734;-0,0758;1,0967;-0,2234;-0,5615
"invento";0,2859;-0,0762;0,4116;-0,5468;-0,1515;5,6055;-1,4381;-1,8076
"adivinar";-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;1,9474;0,3914;-0,8807
"universalidad";-1,2885;-0,128;-0,3575;37,0011;-0,2543;-2,8584;-10,0087;-0,4783
"raquel";0,2315;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;-0,6952;2,6364
"relacional";0,972;-0,0517;-0,1445;-0,371;-0,1028;-0,4758;0,5598;-0,341
"haro";-0,6854;-0,0681;-0,1901;-0,4882;-0,1353;-2,0719;3,6972;-0,4339
"comunicativos";0,2315;-0,0381;-0,1065;-0,2734;0,7957;-1,1602;1,4955;-0,5615
"colás";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,3183;0,2581
"escobar";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,9597;-0,3487
"aplicarlo";0,7282;1,1065;-0,0989;-0,2539;0,8252;0,399;-0,3214;-0,9103
"entusiasta";0,2315;-0,0381;-0,1065;0,3305;-0,0758;-0,5644;-0,4129;0,9363
"sabiduría";0,4308;-0,0572;-0,1597;-0,4101;-0,1136;1,2353;-0,8991;0,3533
"cuantificar";6,4551;-0,049;-0,1369;-0,3515;-0,0974;-0,21;-0,8623;-1,4234
"indiferente";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;1,3695;-0,79;0,4456
"fisher";0,7837;-0,0327;-0,0913;-0,2343;-0,0649;1,3695;-0,79;-0,4162
"desbloquear";0,7837;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;-0,24;-0,4162
"mc";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;4,4958;-1,2536;-0,6385
"tejido";-0,3838;-0,0381;0,6627;0,3305;-0,0758;-1,1602;2,094;-1,0102
"issn";-0,9321;-0,0926;-0,2586;-0,664;0,4617;0,424;0,4084;0,4588
"unirioja";-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;0,4175;1,0809
"servlet";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;0,3066;1,2276
"codigo";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;1,5931
"nieto";0,9156;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;0,3175
"uoc";-0,795;-0,079;-0,2206;-0,5663;-0,1569;1,2837;1,4898;-1,9062
"minds";-0,329;-0,0327;0,7223;0,3798;-0,0649;-0,9945;0,6529;-0,1927
"adell";-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;-1,4131;1,914;0,4342
"ruso";11,5958;-0,0708;-0,1978;-0,5077;-0,1407;0,3185;-5,0844;-0,485
"abu";-0,3564;-0,0354;-0,0989;0,3539;-0,0703;1,8104;-0,5723;-0,4873
"controversia";-0,4248;-0,0926;-0,2586;-0,2551;-0,184;-0,3501;1,0192;-0,3003
"autoformación";-0,466;-0,0463;-0,1293;-0,332;-0,092;-1,4089;-1,5898;5,8896
"info";-0,1841;-0,0926;-0,2586;0,3524;2,069;0,2569;1,0192;-2,4108
"iae";-7,6489;-0,7596;-2,1221;-2,801;-1,5099;-10,5858;73,9581;-33,2566
"inteligenciaartificial";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;0,3459;0,3175
"compar";-0,6305;-0,0626;0,4794;-0,4492;0,6035;3,8202;-0,5643;-1,9619
"restante";0,554;-0,0463;-0,1293;-0,332;-0,092;3,0418;-1,1067;-0,8
"incógnito";-0,329;-0,0327;-0,0913;1,858;-0,0649;0,4588;-0,24;-0,8121
"prudencia";-0,2994;-0,0735;0,4239;-0,5273;-0,1461;7,7129;-2,7759;-1,1988
"lleida";-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;3,8051;-1,0102
"república";-2,0561;-0,2042;-0,204;12,125;-0,4059;-1,7743;1,7444;-5,1994
"rivas";-0,6579;-0,0653;-0,1825;-0,1457;-0,1299;2,9343;-1,2848;-0,224
"padilla";-0,4386;1,0203;-0,1217;-0,3125;-0,0866;-0,6861;1,983;-0,7181
"marcelo";-0,4386;-0,0436;0,6119;-0,3125;-0,0866;0,2647;-1,4194;2,0986
"orientador";-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;-1,8232;2,8966;-0,2953
"divulgar";-0,329;-0,0327;1,7516;0,3798;-0,0649;0,4588;-0,79;-0,1927
"pineda";-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;0,2647;0,6723;-0,2063
"wong";0,3005;-0,0299;-0,0837;0,4087;-0,0595;0,2262;-0,6493;0,533
"vergara";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;1,3183;-0,3487
"likes";-0,3016;-0,0299;-0,0837;-0,2148;0,8925;0,2262;-0,6493;0,9267
"optativo";-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;2,6774;0,4756;-1,8527
"raúl";-0,186;0,9287;-0,1521;-0,3906;-0,1082;-0,5238;1,837;-1,0575
"determination";-0,3016;1,1763;-0,0837;-0,2148;-0,0595;-0,3914;-1,0919;2,0978
"cobos";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;1,0789;-0,6219
"jaén";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;-0,9208;2,4305
"novedosas";-1,0143;-0,1007;-0,2814;-0,7226;0,4325;0,5116;1,4565;-0,8538
"carril";-0,5395;-0,1089;-0,3042;-0,7811;-0,2165;9,587;-9,8514;0,9598
"tea";-0,3564;1,1065;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;1,079
"oliver";0,9656;-0,0817;0,3886;-0,5859;-0,1623;-1,0624;1,3123;-0,7108
"duro";6,6212;-0,0599;0,4952;-0,4296;-0,1191;-0,6236;-0,4769;-1,8527
"asociarse";-0,4386;-0,0436;5,2315;1,509;-0,0866;-0,6861;-0,9632;-0,4016
"richter";-0,8224;-0,0817;-0,2282;0,4174;-0,1623;-1,0624;3,0779;-1,031
"salinas";-2,1657;-0,2151;-0,6009;-1,5428;-0,4275;-5,3014;17,3382;-3,6804
"ocaña";-0,466;-0,0463;-0,1293;-0,332;-0,092;1,2218;0,5434;-0,8
"forjar";-0,466;-0,0463;0,5892;-0,332;-0,092;0,4678;-0,739;0,9528
"head";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;0,5265;0,262
"honor";-0,1564;-0,049;-0,1369;-0,3515;-0,0974;3,5539;-2,4167;0,3093
"monitorizar";5,5397;-0,0463;-0,1293;-0,332;-0,092;-1,4089;-0,2741;-0,8
"nps";-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,8316;0,6739
"optimizado";-0,4112;-0,0408;-0,1141;0,3093;-0,0812;-0,6247;0,5265;0,4932
"incorporarse";0,4308;0,9089;1,2934;1,2035;-0,1136;0,2941;-0,8991;-0,7323
"atracción";1,8519;-0,0436;0,6119;-0,3125;-0,0866;-0,3406;0,4175;-1,2144
"adams";-0,3838;-0,0381;-0,1065;0,9064;-0,0758;-0,5644;-0,6952;1,3967
"movilidad";8,6851;-0,1171;3,0574;1,9633;-0,2327;-0,6598;-3,2278;-2,6574
"center";-1,1088;-0,2477;1,6684;6,3618;-0,4925;-0,7421;0,5946;-2,4194
"cft";-1,1788;-0,1171;-0,3271;-0,8397;-0,2327;-3,5636;13,8803;-4,2396
"saint";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,7352;-0,5175;-0,2851
"portfolio";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;2,2501;-0,4162
"companies";-0,329;-0,0327;-0,0913;6,6843;-0,0649;-0,9945;-1,9486;0,4456
"lázaro";-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-1,326;3,461;-0,7181
"bbc";0,2702;-0,079;-0,2206;4,5838;0,5182;1,6929;-7,1422;0,3422
"garro";-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;0,838;-0,7159
"aburto";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;0,6454;-0,6219
"july";-0,9595;-0,0953;-0,2662;17,9044;-0,1894;1,918;-6,0468;-3,3123
"estados unidos";-0,5209;-0,0517;1,3728;-0,371;-0,1028;-0,4758;2,1403;-1,5295
"relacionales";-0,4112;1,047;-0,1141;0,3093;-0,0812;-0,2989;0,8301;-0,6385
"yen";-0,3016;-0,0299;0,7564;-0,2148;-0,0595;-0,9116;0,254;0,9267
"sintonía";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;0,5265;0,262
"normalizar";-0,6031;-0,0599;0,4952;0,2019;1,522;-1,0731;-0,4769;1,1056
"líquido";2,0691;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;-0,2234;-0,2897
"bauman";-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;1,7352;-0,3439
"integralidad";-0,2741;6,5077;-0,0761;1,1624;-0,0541;-0,8287;-0,5175;-0,6219
"licenciado";-0,5483;-0,0544;-0,1521;0,2268;-0,1082;1,8419;-0,3223;-0,6612
"protestar";1,479;-0,0327;-0,0913;1,0211;-0,0649;0,4588;-2,9554;0,4456
"educadoras";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;1,6761;-0,6219
"explorado";1,0954;-0,1035;-0,289;0,6325;-0,2056;-0,4781;0,7992;-1,2458
"triangulación";-0,2741;-0,0272;-0,0761;1,1624;-0,0541;-0,8287;1,0789;-0,6219
"colapso";1,4403;-0,0572;-0,1597;0,2139;-0,1136;0,2941;0,3719;-1,1468
"íntimo";3,6098;-0,0436;-0,1217;0,8108;-0,0866;-1,326;-0,6225;-0,4016
"espiral";-0,4624;-0,098;-0,2738;-0,703;-0,1948;0,7944;1,6247;-1,4957
"jisc";-0,3016;-0,0299;-0,0837;1,0878;-0,0595;-0,9116;-0,3537;0,9267
"15366";-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;3,1409;-0,8121
"fragilidad";0,2748;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;0,6529;-0,8121
"boyd";-0,2741;1,2164;-0,0761;5,8855;-0,0541;-0,8287;-0,9208;-0,6219
"ariadna";-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;5,9151;-2,4628;-0,6219
"afecto";4,8761;-0,0408;-0,1141;0,8565;-0,0812;-0,6247;-2,5992;0,262
"subjetividades";-0,1564;0,9718;-0,1369;-0,3515;1,6868;-0,4292;-0,8623;0,8405
"enzo";-0,2741;-0,0272;-0,0761;-0,1953;16,1698;-0,8287;-1,5268;-1,2628
"fernandez";-0,466;-0,0463;-0,1293;-0,332;9,1088;-0,7486;0,3298;-1,3184
"prólogo";-0,6851;-0,1851;-0,5172;0,4554;3,6892;-0,6299;2,1484;-2,7402
"feliz";1,7277;-0,1225;-0,3423;-0,3917;1,7375;14,5017;-8,2961;-5,6828
"célula";1,3741;-0,0599;-0,1673;-0,4296;0,6202;1,1368;-1,0226;-0,5023
"mezclar";0,2132;-0,0408;-0,1141;-0,2929;1,8397;1,481;-0,8258;-0,6385
"almacén";3,9895;-0,0381;0,6627;-0,2734;1,8983;-0,5644;-1,6372;-0,5615
"mamá";0,7282;-0,0354;-0,0989;-0,2539;0,8252;0,399;0,5087;-1,6417
"invención";-0,2656;-0,0681;-0,1901;0,5208;0,5724;1,6919;-0,7572;-0,6857
"fascinación";1,6686;-0,049;-0,1369;-0,3515;0,697;0,4164;-0,8623;-0,2929
"distante";0,3297;1,2164;-0,0761;-0,1953;0,9312;-0,337;-0,5175;0,3175
"magia";1,0073;-0,079;-0,2206;-0,1983;1,3017;8,9078;-4,728;-3,6622
"secreto";6,5228;-0,1062;0,3055;0,611;0,4147;-0,7733;-0,4812;-2,9314
"espectáculo";1,1519;-0,0436;-0,1217;0,2899;0,7429;0,8861;-3,9405;0,7081
"moneda";2,2137;-0,0544;-0,1521;-0,3906;0,6564;1,8419;-2,8222;-0,392
"isaac";-0,171;0,9497;3,5441;0,6934;0,6761;1,4618;-1,9424;-2,3994
"asimov";-0,2741;1,2164;-0,0761;-0,1953;0,9312;0,2678;0,6454;-1,2628
"instructivos";-0,5483;-0,0544;-0,1521;0,2268;1,5998;7,5971;-2,8222;-2,5257
"java";-0,2741;-0,0272;-0,0761;-0,1953;0,9312;0,2678;1,0789;-1,2628
"partícula";1,5841;-0,0299;-0,0837;-0,2148;0,8925;-0,3914;-1,7362;0,9267
"primo";1,6686;-0,049;0,568;0,2558;0,697;-0,4292;0,2592;-1,4234
"reflexionando";-0,5209;-0,0517;-0,1445;-0,371;0,6761;-0,241;0,8354;-0,341
"mágico";4,0464;-0,1062;-0,2966;-0,3154;0,4147;0,6452;-3,1076;0,4056
"í";-1,0966;-0,1089;-0,3042;-0,7811;2,8223;11,477;-2,2876;-5,0514
"verano";2,1225;0,6737;-0,289;-0,7421;0,4234;0,9564;0,4401;-3,6582
"fundador";0,4835;-0,0898;-0,251;0,3675;2,1051;1,3133;-0,2729;-3,0833
"neurociencia";-0,3167;-0,0762;-0,213;-0,1874;0,5309;0,6952;1,0038;-1,8076
"acierto";-0,2491;-0,0653;-0,1825;-0,4687;1,4518;1,3553;-0,4428;-0,6223
"paradigmático";-0,3838;-0,0381;-0,1065;-0,2734;0,7957;-0,5644;0,3956;0,5763
"blue";0,9656;0,7659;-0,2282;0,8427;4,4943;0,5902;-1,008;-2,7422
"campeón";2,1178;-0,0572;-0,1597;1,9113;1,5599;0,5296;-1,731;-1,7442
"kasparov";-0,3016;-0,0299;-0,0837;1,0878;3,5364;0,5288;-0,6493;-1,3891
"bebé";16,8689;-0,0653;-0,1825;-0,4687;1,4518;-1,989;-4,6249;-0,9577
"geometría";-0,5483;0,9287;-0,1521;-0,3906;0,6564;-0,5238;3,0381;-2,5257
"basura";0,4308;-0,0572;-0,1597;0,6282;1,5599;-0,5731;0,8406;-1,7442
"anotar";-0,9047;-0,0898;-0,251;-0,6444;14,4416;2,6337;-2,6549;-2,3084
"triste";-0,329;-0,0327;-0,0913;0,3798;4,9687;1,3695;-1,2688;-1,5154
"alegría";0,7837;-0,0327;-0,0913;-0,2343;0,8573;0,8518;-0,4581;-0,8121
"cuán";0,382;-0,0626;-0,1749;1,7714;3,7634;-0,3813;-0,5643;-1,3296
"pronunciar";0,1967;-0,0436;-0,1217;0,8108;0,7429;0,2647;-0,3769;-0,4016
"agudo";-0,2741;-0,0272;1,9079;-0,1953;2,1898;-0,337;-0,9208;0,3175
"verde";0,6186;-0,1116;-0,3118;0,2649;0,3979;1,0617;0,5395;-2,4634
"metro";3,1491;-0,0517;2,3855;-0,371;0,6761;-0,4758;-0,4284;-2,3994
"ojo";4,7644;0,4126;-0,217;-0,4842;2,5365;0,9178;-0,6403;-4,7925
"idealmente";0,2315;-0,0381;-0,1065;-0,2734;1,8983;0,3476;-0,2234;-0,5615
"evaluamos";3,9481;-0,0708;-0,1978;-0,5077;0,5579;0,3185;-1,5649;-0,2972
"kg";-0,3838;-0,0381;-0,1065;-0,2734;20,9378;-1,1602;-1,6372;-1,768
"incluimos";1,2998;-0,0381;-0,1065;-0,2734;0,7957;1,0967;-0,4129;-1,768
"dieta";10,3131;-0,0408;-0,1141;-0,2929;0,7683;-0,6247;-2,5992;-1,1116
"antemano";-0,3016;-0,0299;-0,0837;-0,2148;0,8925;0,9665;-0,6493;0,2581
"asombroso";7,2742;-0,079;0,3999;-0,5663;0,5182;1,6929;-3,1449;-2,6293
"jamás";-0,3564;-0,0354;-0,0989;-0,2539;0,8252;0,7529;0,5087;-0,9103
"materna";-0,329;-0,0327;-0,0913;1,858;2,0306;0,8518;-0,79;-1,5154
"intencionalidad";0,8283;-0,0599;-0,1673;-0,4296;1,522;-0,344;-1,8974;1,5036
